iter	RMSE
354	2.846070647
355	2.845114844
356	2.843910998
357	2.843221738
358	2.840103884
359	2.837718213
360	2.834793791
361	2.834023394
362	2.831986329
363	2.82746831
364	2.825135419
365	2.82503818
366	2.822601919
367	2.819747683
368	2.81906993
369	2.816116438
370	2.813777081
371	2.810519805
372	2.808112237
373	2.805061636
374	2.799478693
375	2.799174217
376	2.795024768
377	2.789803851
378	2.787116027
379	2.784602744
380	2.78246157
381	2.780121287
382	2.779142522
383	2.776731528
384	2.775157711
385	2.774911746
386	2.774674823
387	2.773009187
388	2.769527401
389	2.76840388
390	2.768328048
391	2.765663843
392	2.763068902
393	2.760992781
394	2.757699363
395	2.756793923
396	2.755676582
397	2.752311828
398	2.748685236
399	2.748455327
400	2.746728136
401	2.743231906
402	2.742601818
403	2.742360301
404	2.741177921
405	2.739774699
406	2.737904926
407	2.737363942
408	2.736113164
409	2.73323312
410	2.73046052
411	2.729368373
412	2.725826894
413	2.722845342
414	2.720444161
415	2.718571671
416	2.716765241
417	2.715909435
418	2.715398221
419	2.715200192
420	2.713439575
421	2.712227914
422	2.708798485
423	2.708523322
424	2.705683598
425	2.703302288
426	2.70249267
427	2.700123068
428	2.697512627
429	2.694992244
430	2.692320468
431	2.689086589
432	2.686004993
433	2.682498006
434	2.680120914
435	2.678467795
436	2.678225083
437	2.678093535
438	2.676619392
439	2.674256639
440	2.67188104
441	2.67006069
442	2.666056867
443	2.66369056
444	2.661892945
445	2.660318809
446	2.65908941
447	2.65698081
448	2.653243997
449	2.651838648
450	2.64965253
451	2.64744224
452	2.64734189
453	2.644811737
454	2.643779965
455	2.642148152
456	2.641902359
457	2.638351862
458	2.636999123
459	2.634921794
460	2.633483925
461	2.631957701
462	2.631874518
463	2.630224532
464	2.627399826
465	2.625672535
466	2.624206536
467	2.622924287
468	2.621496237
469	2.620201776
470	2.616917703
471	2.614202054
472	2.611452524
473	2.609668611
474	2.60789897
475	2.606542899
476	2.60420932
477	2.602729127
478	2.600098248
479	2.598704314
480	2.598248055
481	2.598070718
482	2.597267372
483	2.596012125
484	2.594921936
485	2.593577383
486	2.591645711
487	2.590013832
488	2.588698716
489	2.588367052
490	2.58682882
491	2.58527866
492	2.582903034
493	2.582525884
494	2.580114052
495	2.578951235
496	2.576484434
497	2.574878906
498	2.574766893
499	2.573593253
500	2.571051616
501	2.570948776
502	2.570638216
503	2.567483094
504	2.566665797
505	2.565116173
506	2.562009923
507	2.560064063
508	2.557587438
509	2.55465279
510	2.553349896
511	2.552610088
512	2.550055044
513	2.548082429
514	2.547603249
515	2.546980261
516	2.545376614
517	2.54431443
518	2.542815986
519	2.541013455
520	2.53981772
521	2.53753285
522	2.536718834
523	2.535371991
524	2.534179539
525	2.533875422
526	2.533801999
527	2.532612716
528	2.531217416
529	2.528967491
530	2.52635047
531	2.524854855
532	2.523962089
533	2.522780461
534	2.522055921
535	2.519959182
536	2.518847536
537	2.518633672
538	2.518584613
539	2.516514895
540	2.514853819
541	2.513570184
542	2.512429916
543	2.511475905
544	2.508318315
545	2.506116876
546	2.503311843
547	2.502435264
548	2.501499688
549	2.501407018
550	2.500521063
551	2.499141587
552	2.4964828
553	2.495526096
554	2.49365009
555	2.491514094
556	2.49053796
557	2.489167713
558	2.488451712
559	2.486906965
560	2.486824374
561	2.486398546
562	2.484894919
563	2.48335515
564	2.480719997
565	2.478083228
566	2.476178044
567	2.474676555
568	2.474556882
569	2.471317507
570	2.470089485
571	2.467288905
572	2.465914685
573	2.465109129
574	2.463773026
575	2.463045998
576	2.460551042
577	2.457334604
578	2.45498695
579	2.45432588
580	2.452896186
581	2.450967436
582	2.44901832
583	2.44708976
584	2.447038402
585	2.443883782
586	2.441861047
587	2.441312724
588	2.43791368
589	2.43608702
590	2.434426229
591	2.432598247
592	2.431956379
593	2.431148851
594	2.428999879
595	2.427596815
596	2.427395869
597	2.42572372
598	2.423872682
599	2.421890338
600	2.420662771
601	2.418972989
602	2.41877016
603	2.416841489
604	2.416470435
605	2.416002252
606	2.413454809
607	2.411205808
608	2.409017808
609	2.407934021
610	2.406638085
611	2.40379658
612	2.402684492
613	2.401797331
614	2.400082917
615	2.397135403
616	2.396320686
617	2.394019343
618	2.3937423
619	2.392623232
620	2.39222139
621	2.392176999
622	2.391988757
623	2.391402067
624	2.390556502
625	2.390485127
626	2.388642049
627	2.38625941
628	2.384856134
629	2.383658548
630	2.380561057
631	2.378068576
632	2.377577698
633	2.376855042
634	2.374016104
635	2.37394961
636	2.373651042
637	2.372997637
638	2.370926876
639	2.368806435
640	2.367892139
641	2.366207951
642	2.366147784
643	2.364676631
644	2.363178763
645	2.361977232
646	2.359498407
647	2.357439147
648	2.357183669
649	2.354647965
650	2.353670024
651	2.351962371
652	2.350181686
653	2.350107302
654	2.350050564
655	2.349345305
656	2.347103728
657	2.347053268
658	2.343636662
659	2.341884535
660	2.341608777
661	2.341347657
662	2.341271497
663	2.340585203
664	2.338014773
665	2.335600526
666	2.33253165
667	2.33110185
668	2.330147573
669	2.328128301
670	2.325340575
671	2.324077817
672	2.322576941
673	2.321628177
674	2.32082384
675	2.318379022
676	2.316234612
677	2.314744424
678	2.314712043
679	2.31130541
680	2.309846509
681	2.307658708
682	2.307587261
683	2.305672531
684	2.304279844
685	2.302864323
686	2.301891138
687	2.300796263
688	2.298797888
689	2.296759485
690	2.29521215
691	2.29414301
692	2.291647505
693	2.289525672
694	2.287229021
695	2.285168565
696	2.284714613
697	2.283929917
698	2.282710749
699	2.280991361
700	2.279001224
701	2.277462175
702	2.276742172
703	2.274530487
704	2.273330867
705	2.271341437
706	2.269649434
707	2.269251265
708	2.268329106
709	2.266757079
710	2.265647642
711	2.264944122
712	2.263686195
713	2.263619927
714	2.262941401
715	2.262717297
716	2.261627148
717	2.261427743
718	2.260212766
719	2.260043782
720	2.25998691
721	2.258141724
722	2.254603091
723	2.25403842
724	2.252300091
725	2.251848615
726	2.249070225
727	2.2475329
728	2.244732217
729	2.243869568
730	2.242748294
731	2.241972209
732	2.241800804
733	2.24176784
734	2.2409023
735	2.240522319
736	2.239725546
737	2.238626924
738	2.237224469
739	2.237142742
740	2.236636586
741	2.235822254
742	2.234375574
743	2.232195261
744	2.232141239
745	2.23094465
746	2.22979438
747	2.22920054
748	2.228885568
749	2.227446198
750	2.225866928
751	2.224459746
752	2.223322729
753	2.221399687
754	2.220805798
755	2.219621461
756	2.219569926
757	2.21780991
758	2.217529494
759	2.217507782
760	2.216796029
761	2.214815002
762	2.214444728
763	2.21413469
764	2.211216332
765	2.210918066
766	2.210231677
767	2.209382091
768	2.208433715
769	2.206613621
770	2.206191793
771	2.205070316
772	2.203547813
773	2.202991143
774	2.202584644
775	2.202079187
776	2.201773175
777	2.199511262
778	2.198240645
779	2.198211072
780	2.197354899
781	2.195553567
782	2.194891908
783	2.194072031
784	2.193058429
785	2.192707444
786	2.190886687
787	2.188382671
788	2.186940897
789	2.186188601
790	2.184611018
791	2.183478314
792	2.182897171
793	2.182380096
794	2.181363602
795	2.181137418
796	2.179209061
797	2.177652684
798	2.176351285
799	2.176138242
800	2.174899444
801	2.174061713
802	2.172491564
803	2.170779484
804	2.170458567
805	2.168844049
806	2.16744323
807	2.164322826
808	2.162171067
809	2.160226488
810	2.160021964
811	2.15935575
812	2.159311558
813	2.158431338
814	2.156606496
815	2.155722974
816	2.154977724
817	2.154519312
818	2.15435423
819	2.153103924
820	2.151830704
821	2.151300103
822	2.149861949
823	2.149592922
824	2.149556353
825	2.149210982
826	2.14835439
827	2.146232345
828	2.145578143
829	2.145289608
830	2.144783126
831	2.143589261
832	2.143296847
833	2.142696033
834	2.13995326
835	2.139462646
836	2.138598923
837	2.13670944
838	2.134967882
839	2.13131086
840	2.13103839
841	2.13085364
842	2.130545334
843	2.127995962
844	2.127102905
845	2.125581282
846	2.123320048
847	2.121860179
848	2.121115347
849	2.120792383
850	2.120696008
851	2.120048254
852	2.119879617
853	2.118569058
854	2.117959693
855	2.117360772
856	2.116649637
857	2.115978128
858	2.115432193
859	2.112741447
860	2.112647671
861	2.110470069
862	2.109746498
863	2.108152824
864	2.106335079
865	2.105472554
866	2.104762085
867	2.103347144
868	2.102319919
869	2.100227876
870	2.099930803
871	2.098227791
872	2.096198373
873	2.095294318
874	2.093667345
875	2.093627325
876	2.093105993
877	2.091290391
878	2.090598318
879	2.088659754
880	2.08863547
881	2.087883579
882	2.08753268
883	2.086937858
884	2.086649491
885	2.085629248
886	2.084701523
887	2.082930849
888	2.082636492
889	2.081155495
890	2.080400606
891	2.078829366
892	2.078221448
893	2.076981248
894	2.075745341
895	2.074618806
896	2.073260701
897	2.072913598
898	2.07113536
899	2.069393873
900	2.067868114
901	2.06782574
902	2.067514735
903	2.066400352
904	2.065872697
905	2.063069037
906	2.062058295
907	2.060921066
908	2.060452898
909	2.059471519
910	2.059380208
911	2.057426102
912	2.056946687
913	2.055483777
914	2.053160595
915	2.052830338
916	2.049940243
917	2.048100152
918	2.047185232
919	2.046656424
920	2.046173987
921	2.044063102
922	2.04332994
923	2.041940488
924	2.041557635
925	2.041385799
926	2.040977359
927	2.04002688
928	2.037979833
929	2.036094142
930	2.034388084
931	2.031774657
932	2.031264043
933	2.029124303
934	2.028156364
935	2.027302681
936	2.025602025
937	2.024410493
938	2.023358306
939	2.022897469
940	2.021361785
941	2.021182311
942	2.020617148
943	2.019228946
944	2.01887263
945	2.018553321
946	2.017780447
947	2.016910987
948	2.014784701
949	2.012737093
950	2.012597972
951	2.011414882
952	2.011149826
953	2.010811452
954	2.010653004
955	2.00957899
956	2.00911024
957	2.008260749
958	2.007198491
959	2.004881664
960	2.004143163
961	2.003526934
962	2.002501102
963	2.002211913
964	2.00209137
965	2.0014495
966	2.001284826
967	1.999823209
968	1.997747926
969	1.996335795
970	1.995413339
971	1.99539628
972	1.993969701
973	1.993388703
974	1.991200429
975	1.989837836
976	1.98721673
977	1.987059801
978	1.986170993
979	1.985523873
980	1.9845404
981	1.983247562
982	1.9830677
983	1.982816058
984	1.982303119
985	1.981138522
986	1.979880598
987	1.97806574
988	1.977041214
989	1.975958489
990	1.97499702
991	1.973486654
992	1.972896688
993	1.97212374
994	1.97090201
995	1.970186458
996	1.968646733
997	1.966904639
998	1.966114729
999	1.965839514
